模型名称,交叉验证R²,R²标准差,交叉验证RMSE,RMSE标准差,是否最佳
ElasticNetCV,0.6838110331028054,0.11213350729882648,7.190858435995117,1.3491718568594528,False
RidgeCV,0.6777911059795481,0.11645594727150087,7.255383987328928,1.3819350660518517,False
LassoCV,0.6906215766593155,0.11408716529707622,7.101330045877304,1.378549249954654,False
SVR_RBF,0.7124859563126651,0.12531461916387515,6.826039470931689,2.0654904096657463,False
SVR_Poly,0.2974921873060313,0.21700884215176286,10.754238293493058,1.7885329873451388,False
GaussianProcess,-1.3728207288263075,0.4856546520578294,20.099504434787796,3.473959832848119,False
Poly2_Ridge,0.7134546798386208,0.09349769458370599,6.869969799761947,1.3155311803733734,True
RandomForest_Small,0.5198860015595697,0.17190084154734728,8.88783488172997,1.7324553119225394,False
