best_model,best_r2,most_stable,stability,improvement
SVR_RBF,0.8728021690446025,Poly2_Ridge,0.058388863355403595,0.08599576722263236
Poly2_Ridge,0.7134546798386208,Poly2_Ridge,0.09349769458370599,0.035663573859072706
Poly2_Ridge,0.8536574953442769,Poly2_Ridge,0.053229799716987186,0.025423627964497264
